k141_47288_8/3-262,k141_47288_8,263,422.0,6.4e-126,0.5,260,421.9,4.8e-129,7.2e-126,0.5,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_B.domtblout
k141_104067_4/2-263,k141_104067_4,264,418.3,9e-125,2.9,262,418.1,6.7e-128,1e-124,2.9,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_B.domtblout
k141_398459_3/3-262,k141_398459_3,263,434.1,3.8e-129,0.2,260,433.9,3.1e-132,4.2e-129,0.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_B.domtblout
k141_419603_97/3-263,k141_419603_97,264,425.5,1.7e-126,0.2,261,425.3,1.3e-129,1.9e-126,0.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_B.domtblout
k141_325883_3/2-234,k141_325883_3,235,393.5,9.6e-117,0.2,233,393.3,7.6e-120,1.1e-116,0.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_B.domtblout
k141_33237_26/4-263,k141_33237_26,264,348.9,3.7e-103,0.4,260,348.7,3.1e-106,4.3e-103,0.4,workflow/out/asr_HMMER/domtbl/Stool_11_asr_B.domtblout
k141_21402_15/6-265,k141_21402_15,266,332.0,5.4e-98,0.1,260,331.8,4.4e-101,6.2e-98,0.1,workflow/out/asr_HMMER/domtbl/Stool_11_asr_B.domtblout
k141_268679_3/4-263,k141_268679_3,264,329.3,3.6e-97,0.3,260,329.1,3e-100,4.2e-97,0.3,workflow/out/asr_HMMER/domtbl/Stool_11_asr_B.domtblout
k141_78781_3/3-262,k141_78781_3,263,433.0,3.9e-129,0.4,260,432.8,2.8e-132,4.4e-129,0.4,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_B.domtblout
k141_58650_11/4-264,k141_58650_11,265,429.6,4.2e-128,0.8,261,429.4,3e-131,4.8e-128,0.8,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_B.domtblout
k141_118025_107/4-264,k141_118025_107,265,421.2,1.5e-125,0.0,261,421.0,1.1e-128,1.7e-125,0.0,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_B.domtblout
k141_220890_13/4-263,k141_220890_13,264,418.6,9.4e-125,0.0,260,418.5,6.8e-128,1.1e-124,0.0,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_B.domtblout
k141_189438_2/3-262,k141_189438_2,263,434.1,2.6e-129,0.2,260,433.9,2e-132,2.9e-129,0.2,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_B.domtblout
k141_35651_2/5-264,k141_35651_2,265,420.0,5.3e-125,0.0,260,419.8,4.1e-128,5.9e-125,0.0,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_B.domtblout
k141_94081_2/2-263,k141_94081_2,264,418.3,1.7e-124,2.9,262,418.1,1.4e-127,2e-124,2.9,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_B.domtblout
