k141_47288_9/1-328,k141_47288_9,333,486.4,4.3e-145,14.3,328,486.1,4e-148,5.2e-145,14.3,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_104067_5/1-198,k141_104067_5,206,315.5,4.1e-93,17.1,198,315.3,3.8e-96,4.8e-93,17.1,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_15437_2/2-338,k141_15437_2,344,154.3,4.4e-44,6.5,337,153.8,5e-47,6.5e-44,6.5,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_37283_34/8-322,k141_37283_34,338,139.9,1.1e-39,1.1,315,139.5,1.1e-42,1.4e-39,1.1,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_8531_1/88-336,k141_8531_1,640,136.4,1.3e-38,1.1,249,135.5,1.9e-41,2.4e-38,1.1,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_44025_10/89-344,k141_44025_10,351,134.5,4.8e-38,0.0,256,133.7,6.8e-41,8.7e-38,0.0,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_136349_21/50-339,k141_136349_21,351,134.0,6.9e-38,0.1,290,133.5,7.4e-41,9.5e-38,0.1,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_78977_2/94-155,k141_78977_2,672,122.7,1.8e-34,6.0,62,30.7,1.4e-09,1.9e-06,0.0,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_78977_2/251-372,k141_78977_2,672,122.7,1.8e-34,6.0,122,89.8,1.5e-27,1.9e-24,6.0,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_82797_4/2-143,k141_82797_4,143,49.6,3.1e-12,0.0,142,49.2,3.4e-15,4.4e-12,0.0,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_37283_35/91-172,k141_37283_35,267,24.5,0.00014,6.9,82,17.8,1.2e-05,0.015,2.0,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_37283_35/207-231,k141_37283_35,267,24.5,0.00014,6.9,25,9.3,0.0044,5.6,0.2,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_32593_101/61-88,k141_32593_101,180,22.1,0.00072,1.7,28,22.1,5.6e-07,0.00072,1.7,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_114872_4/60-120,k141_114872_4,176,21.5,0.0012,0.3,61,21.5,9e-07,0.0012,0.3,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_15761_74/39-87,k141_15761_74,168,19.0,0.0065,0.3,49,19.0,5.1e-06,0.0065,0.3,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_139843_65/62-96,k141_139843_65,216,18.9,0.007,0.7,35,18.9,5.5e-06,0.007,0.7,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_57242_20/63-91,k141_57242_20,219,18.4,0.0099,11.8,29,17.8,1.2e-05,0.016,1.6,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
k141_419603_98/1-343,k141_419603_98,348,500.9,4.8e-149,11.2,343,500.4,4.5e-152,7e-149,11.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_398459_4/1-328,k141_398459_4,333,482.0,2.8e-143,14.3,328,481.7,2.2e-146,3.4e-143,14.3,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_33237_25/1-337,k141_33237_25,346,444.4,7.6e-132,15.7,337,444.2,5.7e-135,8.8e-132,15.7,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_268679_4/1-338,k141_268679_4,345,431.1,8.5e-128,12.5,338,430.9,6.3e-131,9.7e-128,12.5,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_21402_14/1-338,k141_21402_14,345,427.6,9.6e-127,8.8,338,427.4,7.3e-130,1.1e-126,8.8,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_292761_2/1-342,k141_292761_2,349,369.8,3.6e-109,11.2,342,369.6,2.7e-112,4.2e-109,11.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_220769_1/22-309,k141_220769_1,312,159.7,3e-45,5.7,288,159.4,2.4e-48,3.7e-45,5.7,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_350392_2/2-337,k141_350392_2,341,159.5,3.5e-45,6.5,336,159.3,2.6e-48,4.1e-45,6.5,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_268620_58/6-330,k141_268620_58,348,159.4,3.7e-45,0.2,325,159.0,3.1e-48,4.8e-45,0.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_357878_7/2-338,k141_357878_7,347,156.1,3.7e-44,2.2,337,155.4,3.9e-47,6e-44,2.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_249942_4/2-338,k141_249942_4,344,155.3,6.3e-44,5.6,337,154.8,6.1e-47,9.4e-44,5.6,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
k141_197758_37/48-341,k141_197758_37,348,154.9,8.7e-44,5.4,294,154.7,6.3e-47,9.7e-44,5.4,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
