Capsule_2.k141_47288_9/1-328,Capsule_2.k141_47288_9,333,486.4,4.3e-145,14.3,328,486.1,4e-148,5.2e-145,14.3,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_A.domtblout
Stool_11.k141_419603_98/1-343,Stool_11.k141_419603_98,348,500.9,4.8e-149,11.2,343,500.4,4.5e-152,7e-149,11.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
Stool_11.k141_398459_4/1-328,Stool_11.k141_398459_4,333,482.0,2.8e-143,14.3,328,481.7,2.2e-146,3.4e-143,14.3,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
Stool_11.k141_33237_25/1-337,Stool_11.k141_33237_25,346,444.4,7.6e-132,15.7,337,444.2,5.7e-135,8.8e-132,15.7,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
Stool_11.k141_268679_4/1-338,Stool_11.k141_268679_4,345,431.1,8.5e-128,12.5,338,430.9,6.3e-131,9.7e-128,12.5,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
Stool_11.k141_21402_14/1-338,Stool_11.k141_21402_14,345,427.6,9.6e-127,8.8,338,427.4,7.3e-130,1.1e-126,8.8,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
Stool_11.k141_292761_2/1-342,Stool_11.k141_292761_2,349,369.8,3.6e-109,11.2,342,369.6,2.7e-112,4.2e-109,11.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_A.domtblout
Capsule_7.k141_58650_12/1-335,Capsule_7.k141_58650_12,339,520.6,2.3e-155,11.0,335,520.4,2.1e-158,2.7e-155,11.0,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_A.domtblout
Capsule_7.k141_118025_106/1-334,Capsule_7.k141_118025_106,338,508.4,1.2e-151,4.1,334,508.2,1e-154,1.3e-151,4.1,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_A.domtblout
Capsule_7.k141_78781_4/1-328,Capsule_7.k141_78781_4,333,486.4,5.8e-145,14.3,328,486.1,5.4e-148,7e-145,14.3,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_A.domtblout
Capsule_7.k141_220890_14/1-330,Capsule_7.k141_220890_14,334,463.6,5e-138,1.8,330,463.4,4.7e-141,6e-138,1.8,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_A.domtblout
Capsule_11.k141_189438_3/1-328,Capsule_11.k141_189438_3,333,482.0,1.9e-143,14.3,328,481.7,1.4e-146,2.3e-143,14.3,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_A.domtblout
Capsule_11.k141_111070_2/3-301,Capsule_11.k141_111070_2,306,459.3,1.4e-136,14.6,299,459.1,1e-139,1.7e-136,14.6,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_A.domtblout
Capsule_11.k141_21695_25/1-337,Capsule_11.k141_21695_25,346,444.4,5.1e-132,15.7,337,444.2,3.5e-135,5.9e-132,15.7,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_A.domtblout
Capsule_11.k141_89708_8/1-338,Capsule_11.k141_89708_8,345,428.6,3.1e-127,14.3,338,428.5,2.1e-130,3.5e-127,14.3,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_A.domtblout
Capsule_11.k141_182873_3/1-338,Capsule_11.k141_182873_3,345,427.6,6.5e-127,8.8,338,427.4,4.5e-130,7.5e-127,8.8,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_A.domtblout
Stool_14.k141_274685_6/1-333,Stool_14.k141_274685_6,337,527.9,3e-157,23.7,333,527.7,2.3e-160,3.4e-157,23.7,workflow/out/asr_HMMER/domtbl/Stool_14_asr_A.domtblout
Stool_14.k141_416472_4/1-328,Stool_14.k141_416472_4,333,490.8,5.8e-146,16.4,328,490.5,4.7e-149,7.1e-146,16.4,workflow/out/asr_HMMER/domtbl/Stool_14_asr_A.domtblout
Stool_14.k141_355173_2/1-328,Stool_14.k141_355173_2,333,480.2,9.3e-143,14.2,328,480.0,7.5e-146,1.1e-142,14.2,workflow/out/asr_HMMER/domtbl/Stool_14_asr_A.domtblout
Stool_14.k141_182105_1/2-295,Stool_14.k141_182105_1,300,447.9,6.2e-133,16.4,294,447.7,5e-136,7.5e-133,16.4,workflow/out/asr_HMMER/domtbl/Stool_14_asr_A.domtblout
Stool_14.k141_477868_1/1-315,Stool_14.k141_477868_1,316,402.3,4.7e-119,1.8,315,402.2,3.5e-122,5.2e-119,1.8,workflow/out/asr_HMMER/domtbl/Stool_14_asr_A.domtblout
Capsule_13.k141_287687_26/1-328,Capsule_13.k141_287687_26,333,482.0,1.3e-143,14.3,328,481.7,1e-146,1.6e-143,14.3,workflow/out/asr_HMMER/domtbl/Capsule_13_asr_A.domtblout
Capsule_13.k141_120626_3/1-212,Capsule_13.k141_120626_3,220,343.5,1.7e-101,18.6,212,343.3,1.3e-104,2e-101,18.6,workflow/out/asr_HMMER/domtbl/Capsule_13_asr_A.domtblout
Stool_3.k141_208550_4/1-328,Stool_3.k141_208550_4,333,486.4,6.1e-145,14.3,328,486.1,5.9e-148,7.4e-145,14.3,workflow/out/asr_HMMER/domtbl/Stool_3_asr_A.domtblout
Capsule_3.k141_9401_16/1-334,Capsule_3.k141_9401_16,340,463.9,1.1e-138,8.2,334,463.6,1.4e-141,1.3e-138,8.2,workflow/out/asr_HMMER/domtbl/Capsule_3_asr_A.domtblout
Stool_5.k141_60828_4/1-328,Stool_5.k141_60828_4,333,484.8,4.2e-145,14.2,328,484.6,4.1e-148,5.1e-145,14.2,workflow/out/asr_HMMER/domtbl/Stool_5_asr_A.domtblout
Stool_7.k141_110745_150/1-334,Stool_7.k141_110745_150,338,508.4,9.1e-152,4.1,334,508.2,8.8e-155,1e-151,4.1,workflow/out/asr_HMMER/domtbl/Stool_7_asr_A.domtblout
Stool_9.k141_140389_2/1-328,Stool_9.k141_140389_2,333,489.9,1.1e-145,15.5,328,489.7,8.5e-149,1.3e-145,15.5,workflow/out/asr_HMMER/domtbl/Stool_9_asr_A.domtblout
Stool_9.k141_112706_4/1-334,Stool_9.k141_112706_4,340,463.9,9.5e-138,8.2,334,463.6,7e-141,1.1e-137,8.2,workflow/out/asr_HMMER/domtbl/Stool_9_asr_A.domtblout
Stool_9.k141_262224_3/1-337,Stool_9.k141_262224_3,346,444.4,8.1e-132,15.7,337,444.2,5.9e-135,9.3e-132,15.7,workflow/out/asr_HMMER/domtbl/Stool_9_asr_A.domtblout
Stool_9.k141_319616_1/1-290,Stool_9.k141_319616_1,290,407.3,1.5e-120,7.3,290,407.2,1e-123,1.7e-120,7.3,workflow/out/asr_HMMER/domtbl/Stool_9_asr_A.domtblout
Stool_9.k141_499026_3/242-580,Stool_9.k141_499026_3,590,396.0,4.2e-117,14.0,339,395.6,3.5e-120,5.5e-117,14.0,workflow/out/asr_HMMER/domtbl/Stool_9_asr_A.domtblout
