k141_104067_3/4-317,k141_104067_3,323,525.0,5e-157,10.1,314,524.8,2.3e-159,5.6e-157,10.1,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_C.domtblout
k141_47288_7/2-315,k141_47288_7,322,524.6,6.5e-157,8.1,314,524.5,3e-159,7.3e-157,8.1,workflow/out/asr_HMMER/domtbl/Capsule_2_asr_C.domtblout
k141_398459_2/2-315,k141_398459_2,322,528.4,1.4e-157,7.9,314,528.2,6.6e-160,1.5e-157,7.9,workflow/out/asr_HMMER/domtbl/Stool_11_asr_C.domtblout
k141_419603_96/4-317,k141_419603_96,325,517.7,2.4e-154,6.7,314,517.5,1.2e-156,2.7e-154,6.7,workflow/out/asr_HMMER/domtbl/Stool_11_asr_C.domtblout
k141_268679_2/4-321,k141_268679_2,352,374.7,8.2e-111,7.5,318,374.5,4e-113,9.3e-111,7.5,workflow/out/asr_HMMER/domtbl/Stool_11_asr_C.domtblout
k141_33237_27/4-329,k141_33237_27,364,371.5,7.7e-110,5.4,326,371.3,4e-112,9.2e-110,5.4,workflow/out/asr_HMMER/domtbl/Stool_11_asr_C.domtblout
k141_21402_16/4-330,k141_21402_16,357,363.8,1.7e-107,2.2,327,363.6,8.5e-110,2e-107,2.2,workflow/out/asr_HMMER/domtbl/Stool_11_asr_C.domtblout
k141_58650_10/2-315,k141_58650_10,321,559.5,2.2e-167,0.2,314,559.3,1.1e-169,2.5e-167,0.2,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_C.domtblout
k141_118025_108/2-315,k141_118025_108,322,543.5,1.6e-162,0.2,314,543.3,7.9e-165,1.8e-162,0.2,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_C.domtblout
k141_78781_2/2-315,k141_78781_2,322,527.2,1.5e-157,8.2,314,527.0,7.3e-160,1.6e-157,8.2,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_C.domtblout
k141_220890_12/4-317,k141_220890_12,327,518.5,6.4e-155,5.8,314,518.4,3.2e-157,7.2e-155,5.8,workflow/out/asr_HMMER/domtbl/Capsule_7_asr_C.domtblout
k141_35651_3/2-315,k141_35651_3,321,565.1,6.2e-169,4.4,314,564.9,2.7e-171,7e-169,4.4,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_C.domtblout
k141_189438_1/2-315,k141_189438_1,322,528.4,9.1e-158,7.9,314,528.2,3.9e-160,1e-157,7.9,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_C.domtblout
k141_94081_3/4-317,k141_94081_3,323,525.0,9.7e-157,10.1,314,524.8,4.1e-159,1.1e-156,10.1,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_C.domtblout
k141_89708_6/4-321,k141_89708_6,352,374.7,5.5e-111,7.5,318,374.5,2.4e-113,6.3e-111,7.5,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_C.domtblout
k141_21695_27/4-329,k141_21695_27,364,371.5,5.2e-110,5.4,326,371.3,2.3e-112,6.2e-110,5.4,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_C.domtblout
k141_182873_1/4-330,k141_182873_1,357,363.8,1.1e-107,2.2,327,363.6,5e-110,1.3e-107,2.2,workflow/out/asr_HMMER/domtbl/Capsule_11_asr_C.domtblout
k141_274685_4/3-316,k141_274685_4,323,565.2,8.4e-169,8.5,314,565.0,4.1e-171,9.4e-169,8.5,workflow/out/asr_HMMER/domtbl/Stool_14_asr_C.domtblout
k141_416472_6/2-315,k141_416472_6,322,524.7,1.8e-156,9.1,314,524.6,8.5e-159,2e-156,9.1,workflow/out/asr_HMMER/domtbl/Stool_14_asr_C.domtblout
k141_189952_1/7-320,k141_189952_1,327,522.0,1.2e-155,7.8,314,521.8,5.8e-158,1.3e-155,7.8,workflow/out/asr_HMMER/domtbl/Stool_14_asr_C.domtblout
k141_251654_4/1-231,k141_251654_4,238,398.1,6.3e-118,5.5,231,397.9,3e-120,7.1e-118,5.5,workflow/out/asr_HMMER/domtbl/Stool_14_asr_C.domtblout
k141_287687_28/2-315,k141_287687_28,322,528.4,6.4e-158,7.9,314,528.2,2.5e-160,7.2e-158,7.9,workflow/out/asr_HMMER/domtbl/Capsule_13_asr_C.domtblout
k141_208550_2/2-315,k141_208550_2,322,527.2,1.5e-157,8.2,314,527.0,7.9e-160,1.7e-157,8.2,workflow/out/asr_HMMER/domtbl/Stool_3_asr_C.domtblout
k141_150219_2/4-306,k141_150219_2,309,512.6,4.2e-153,9.7,303,512.5,2.1e-155,4.7e-153,9.7,workflow/out/asr_HMMER/domtbl/Stool_3_asr_C.domtblout
k141_135554_1/2-275,k141_135554_1,282,469.7,5e-140,6.4,274,469.5,2.6e-142,5.6e-140,6.4,workflow/out/asr_HMMER/domtbl/Stool_3_asr_C.domtblout
k141_9401_14/2-315,k141_9401_14,350,492.2,1.8e-147,2.5,314,492.0,9e-150,2.1e-147,2.5,workflow/out/asr_HMMER/domtbl/Capsule_3_asr_C.domtblout
k141_60828_2/2-315,k141_60828_2,322,527.0,3.9e-158,8.1,314,526.9,1.7e-160,4.4e-158,8.1,workflow/out/asr_HMMER/domtbl/Stool_5_asr_C.domtblout
k141_110745_148/2-315,k141_110745_148,322,543.5,1.2e-162,0.2,314,543.3,5.8e-165,1.4e-162,0.2,workflow/out/asr_HMMER/domtbl/Stool_7_asr_C.domtblout
k141_140389_4/2-315,k141_140389_4,322,525.2,1.4e-156,8.0,314,525.0,7.3e-159,1.5e-156,8.0,workflow/out/asr_HMMER/domtbl/Stool_9_asr_C.domtblout
k141_485383_3/2-315,k141_485383_3,322,525.1,1.4e-156,8.5,314,525.0,7.5e-159,1.6e-156,8.5,workflow/out/asr_HMMER/domtbl/Stool_9_asr_C.domtblout
k141_112706_2/2-315,k141_112706_2,350,492.7,1.1e-146,2.7,314,492.5,5.8e-149,1.2e-146,2.7,workflow/out/asr_HMMER/domtbl/Stool_9_asr_C.domtblout
k141_388853_2/5-317,k141_388853_2,330,481.0,3.9e-143,2.7,313,480.8,2.1e-145,4.5e-143,2.7,workflow/out/asr_HMMER/domtbl/Stool_9_asr_C.domtblout
